number_of_occurence, full_citation
7,Dhp.31
7,Ja.v.159
7,Ja.vi.53
7,Dhp.221
7,Snp.795
7,Mnd.100
7,AN.iii.261
7,Snp.531
7,Snp.804
7,Snp-a.455
7,Dhp.48
7,Ja.i.343
7,DN-a.i.38
7,AN.iii.117
7,Ja.ii.193
7,Ja.ii.93
7,MN.i.84
7,Mil.153
7,Kp-a.247
7,Snp.968
7,Vin.iv.82
7,Ja.i.441
7,DN.ii.208
7,Pv.ii.9#58
7,Dhp-a.iii.219
7,Dhp.320
7,Dhp.321
7,Snp.680
7,AN.iv.219
7,Snp.851
7,AN.ii.202
7,Snp.598
7,Snp.935
7,Snp.919
7,Snp.784
7,Dhp.379
7,SN.iv.54
7,Dhp.166
7,AN.iii.211
7,Pts.ii.80
7,Ja.iv.56
7,Dhp-a.iii.275
7,Dhp.161
7,AN.iv.113
7,Dhp-a.ii.64
7,MN.iii.46
7,SN.iv.97
7,MN.i.66
7,SN.iii.33
7,DN-a.i.255
7,Dhs.86
7,Dhp.386
7,Snp.324
7,SN.v.352
7,Snp.430
7,Ja.i.411
7,Vv-a.203
7,AN.iii.72
7,Dhs.165
7,Vb.105
7,Vin.ii.291
7,Snp.377
7,Snp.672
7,Snp.340
7,Snp.49
7,AN.v.4
7,Ja.v.460
7,Pv-a.143
7,Snp.921
7,Snp.222
7,Ja.iv.466
7,DN-a.i.71
7,DN.iii.92
7,Sdhp.78
7,Ja.v.143
7,Ja.v.493
7,Ja.iv.353
7,Ja.vi.309
7,Ja.iv.351
7,AN.ii.160
7,AN.ii.1
7,Dhp.207
7,Ja.v.307
7,Vin.iv.230
7,Dhs-a.263
7,Thag-a.65
7,MN.i.140
7,SN.iv.275
7,Mil.188
7,MN.i.451
7,Ja.iv.301
7,Mil.164
7,SN.v.457
7,Ja.v.174
7,Mhvs.98
7,AN.iii.106
7,Pts.ii.244
7,Snp.1025
7,Snp.964
7,SN.iv.160
7,AN.ii.150
7,Ja.iv.433
7,Dhp-a.iii.258
7,SN.v.409
7,AN.iii.310
7,SN.iv.76
7,Dhp-a.i.334
7,Dhp.41
7,AN.i.135
7,Snp.40
7,SN.ii.187
7,SN.v.441
7,DN.iii.134
7,SN.v.285
7,SN.v.200
7,AN.i.64
7,Snp.247
7,Dhs.1325
7,Snp.620
7,DN.ii.273
7,Vin.ii.22
7,Dhp.94
7,Dhp.9
7,Dhp-a.iii.128
7,AN.iv.238
7,Snp.1053
7,Dhp.311
7,Pv.i.5#3
7,SN.v.259
7,Ja.i.491
7,SN.i.19
7,Snp.586
7,Ja.vi.380
7,Vin.iv.225
7,Ja.iv.271
7,Pp.28
7,SN.iv.200
7,Ja.iv.358
7,Dhp.67
7,MN.i.235
7,Mil.119
7,Vb.356
7,Vin.iii.111
7,Dhp.20
7,Dhp-a.i.158
7,Pts.i.36
7,DN-a.i.61
7,Snp.781
7,DN-a.i.290
7,MN.i.151
7,Ja.iv.304
7,Ja.vi.555
7,Ja.ii.230
7,Dhp.338
7,Mil.204
7,Vin.i.106
7,Mil.391
7,AN.ii.64
7,Snp.208
7,SN.ii.84
7,Dhp.7
7,Mil.228
7,SN.iii.261
7,Pts.i.167
7,Pv.ii.1#12
7,Dhp.177
7,Pv-a.275
7,SN.ii.105
7,Iti.29
7,AN.i.106
7,Snp.p.78
7,Ja.ii.348
7,SN.v.277
7,Ja.i.459
7,MN.iii.126
7,AN.ii.152
7,Ja.iv.214
7,SN.iii.130
7,SN.iv.128
7,DN.i.214
7,Ja.iii.323
7,Ja.vi.76
7,MN.i.433
7,Snp-a.330
7,Pts.i.95
7,Dhs.14
7,AN.iii.418
7,SN.ii.115
7,Vin.i.317
7,Cnd.1
7,Pv.iv.1#35
7,Snp-a.124
7,Ja.ii.146
7,Vv.64#27
7,Snp.937
7,Snp.283
7,Snp.512
7,Avs.i.210
7,SN.iii.258
7,Snp.337
7,Snp.539
7,Snp.454
7,Ja.vi.8
7,DN-a.i.170
7,Pp-a.231
7,Ja.i.240
7,Dhp-a.i.249
7,Dhp-a.i.59
7,Snp.449
7,Dhp-a.i.248
7,DN.i.25
7,AN.iii.306
7,DN.i.227
7,Vin.ii.165
7,AN.iii.239
7,Pv.i.3#1
7,Vin.i.135
7,Dhp-a.iv.166
7,Ja.ii.125
7,Vin.iii.25
7,Pv.i.10#1
7,Vin.iii.19
7,Pv.iv.1#48
7,Dhp.174
7,Cnd.314
7,Pv.i.5#2
7,MN.i.238
7,Snp.243
7,Snp.281
7,Vin.ii.129
7,SN.iii.89
7,Dhp.105
7,Dhp-a.iii.112
7,MN.i.287
7,Ja.ii.287
7,MN.iii.176
7,Vv-a.271
7,Vin.iii.161
7,Ja.v.68
7,Ja.iii.381
7,Dhp-a.iii.198
7,AN.v.30
7,AN.iv.283
7,Vv-a.118
7,DN.iii.9
7,Vin.ii.262
7,AN.iii.433
7,AN.iv.60
7,Dhp.346
7,Dhp.186
7,Thag-a.244
7,Vv.84#3
7,Snp.338
7,MN.ii.2
7,Snp.554
7,Dhs.1367
7,SN.ii.132
7,Dhp.121
7,Snp.223
7,Mnd.59
7,DN.iii.248
7,AN.iv.120
7,Pv.iv.7#3
7,Mil.70
7,Sdhp.89
7,Snp.39
7,Snp.839
7,Mnd.188
7,Dhp.264
7,MN.i.387
7,Dhp.382
7,Ja.iii.372
7,Mil.305
7,DN.i.190
7,Vin.iii.138
7,Vv.64#17
7,MN.i.317
7,Vin.v.193
7,Ja.i.470
7,Ja.vi.373
7,Dhp.258
7,Ja.iv.10
7,Thig.360
7,AN.v.140
7,AN.ii.106
7,Pv.iv.1#2
7,Pv.ii.8#4
7,MN.i.356
7,Ja.v.120
7,DN-a.i.162
7,Pv.ii.7#10
7,AN.v.199
7,Vb.364
7,Snp-a.320
7,SN.v.179
7,AN.i.258
7,Ja.iii.23
7,Thag-a.74
7,Dhp.219
7,Ne.72
7,Snp-a.117
7,SN.v.119
7,DN-a.i.224
7,Ja.i.15
7,Snp.1070
7,Mil.222
7,Dhs.12
7,Snp-a.390
7,SN.ii.210
7,Snp.642
7,Sdhp.17
7,SN.iv.260
7,Dhp-a.i.45
7,Ja.vi.483
7,Cnd.659
7,Ja.iii.192
7,Mil.411
7,DN.i.125
7,Pv-a.172
7,Ja.iii.120
7,DN.i.24
7,Pp.38
7,MN.i.71
7,Dhp.46
7,AN.v.202
7,Ja.iii.140
7,Ja.iii.537
7,Ja.vi.512
7,SN.iii.2
7,SN.ii.43
7,Snp.452
7,Vin.i.325
7,Vin.ii.99
7,Snp.224
7,Dhp.220
7,Dhp-a.i.223
7,Ja.iv.146
7,AN.iii.138
7,Snp.119
7,Vin.iii.51
7,Dhp.10
7,AN.v.209
7,Pv.i.11#12
7,SN.iii.55
7,SN.iv.107
7,AN.iii.93
7,AN.iv.302
7,AN.i.282
7,Pts.ii.197
7,AN.iv.153
7,Thag-a.240
7,Cnd.141
7,Snp.229
7,Snp.90
7,Snp.755
7,Vin.ii.250
7,AN.iii.64
7,DN-a.i.21
7,Vv-a.184
7,AN.v.249
7,Vv-a.126
7,Dhs.431
7,AN.iii.164
7,Cnd.39
7,Pv.iii.1#13
7,Dhp.38
7,Ja.iii.272
7,Vin.iv.217
7,DN.i.69
7,Kp-a.245
7,Vin.v.129
7,Dhs.15
7,Snp.365
7,Snp.854
7,Cnd.304
7,Ja.vi.297
7,SN.ii.69
7,Dhp.5
7,Vin.iii.136
7,Ja.ii.10
7,Thag.649
7,Dhp.307
7,Snp.881
7,Dhp-a.i.144
7,AN.i.148
7,SN.ii.257
7,Snp.957
7,Thag-a.286
7,Snp.341
7,DN-a.i.51
7,AN.ii.91
7,AN.iv.197
7,SN.v.321
7,Snp.2
7,Ja.v.188
7,DN-a.i.156
7,Ja.ii.161
7,AN.i.287
7,AN.ii.114
7,AN.v.148
7,Snp.23
7,Ja.iv.93
7,SN.ii.170
7,AN.v.135
7,AN.iii.297
7,Vin.i.87
7,Dhp-a.i.12
7,Dhp-a.iv.15
7,Pv.iv.5#3
7,SN.iii.235
7,AN.ii.215
7,Vism.13
7,AN.iv.377
7,DN.iii.87
7,Dhp-a.i.187
7,Dhp-a.iii.297
7,Vv-a.226
7,Ja.ii.122
7,Ja.vi.459
7,Snp-a.110
7,Vism.326
7,AN.i.41
7,Kp-a.120
7,Pv.ii.12#4
7,Pv.ii.4#9
7,Snp.383
7,AN.ii.153
7,Divy.50
7,Kp-a.107
7,Ja.iii.59
7,SN.i.153
7,Snp-a.368
7,Snp.280
7,AN.ii.14
7,Dhp-a.i.71
7,Cnd.455
7,Snp.544
7,Snp.407
7,Vb.235
7,SN.v.9
7,AN.i.271
7,Vin.i.291
7,Kp-a.194
7,Ja.iii.351
7,Ja.i.398
7,Kp-a.45
7,AN.iv.29
7,Pv-a.259
7,Snp-a.564
7,MN.ii.104
7,Ja.iv.229
7,AN.iv.400
7,Snp.120
7,Vb.245
7,Snp.358
7,Mil.59
7,SN.iv.91
7,Snp.550
7,Snp.915
7,Mnd.370
7,DN.iii.103
7,Vism.177
7,DN.ii.86
7,Vism.311
7,Dhp-a.iv.46
7,Ne.99
7,Snp.307
7,Dhs.203
7,AN.i.84
7,AN.i.121
7,AN.iv.333
7,AN.iv.415
7,Vism.95
7,AN.iii.238
7,Ja.i.115
7,Ja.i.489
7,Ja.vi.23
7,AN.i.91
7,AN.i.73
7,AN.iii.251
7,Mnd.505
7,DN-a.i.125
7,Ja.v.395
7,Dhs-a.259
7,Ja.iii.488
7,Dhs.19
7,AN.i.213
7,Vism.422
7,Vism.212
7,AN.iv.202
7,SN.v.104
7,Snp.474
7,Snp-a.410
7,Kp-a.23
7,AN.iv.385
7,Dhs.1
7,MN.ii.199
7,SN.ii.107
7,AN.i.37
7,AN.i.146
7,MN.ii.122
7,Ja.v.299
7,Snp-a.42
7,Ja.v.8
7,Mil.43
7,DN-a.i.193
7,AN.ii.123
7,Vism.504
7,SN.v.376
7,Ja.i.321
7,AN.iii.436
7,MN.i.380
7,Dhp-a.ii.77
7,Vin.ii.15
7,Vism.390
7,Ja.vi.346
7,Dhp-a.ii.2
7,Snp-a.225
7,Vism.268
7,Vv.36#2
7,Snp.810
7,Vin.iii.5
7,MN.iii.72
7,Mil.419
7,SN.v.284
7,AN.i.273
7,AN.v.174
7,Snp.864
7,Snp-a.199
7,Mhvs.100
7,Ne.53
7,Ja.ii.446
7,Vism.420
7,Mil.320
7,Kp-a.224
7,Dhs.358
7,Vin.ii.132
7,Vin.iv.62
7,Vism.413
7,Snp.813
7,Vb.101
7,Vism.24
7,DN-a.i.167
7,Snp.193
7,Vb.100
7,Vb.337
7,Ja.iii.446
7,Dhp-a.iii.29
7,DN.i.228
7,AN.iii.361
7,Snp.1020
7,AN.ii.115
7,AN.iii.156
7,Ja.ii.398
7,DN.iii.3
7,Snp.1038
7,Snp.1024
7,Snp.863
7,SN.v.227
7,Vism.128
7,Dhp-a.iv.17
7,Dhp.8
7,Vv-a.82
7,Ja.v.443
7,AN.i.105
7,MN.i.518
7,Ja.ii.70
7,Ja.i.161
7,Vism.153
7,Dhs-a.376
7,Vism.162
7,Vin.ii.226
7,SN.i.51
7,Pv.iii.3#2
7,Pv.ii.9#41
7,Ja.iii.325
7,Snp.1098
7,DN-a.i.291
7,Ja.iv.115
7,AN.iv.386
7,Ja.vi.509
7,Dhp.285
7,SN.iii.99
7,SN.v.404
7,Sdhp.321
7,SN.iv.299
7,Dhp-a.ii.88
7,Ja.iii.37
7,Snp.187
7,Ja.vi.32
7,Vism.552
7,DN.ii.179
7,AN.iii.229
7,Cnd.502
7,Snp.1021
7,Snp.996
7,Dhp.97
7,Dhs-a.50
7,SN.i.81
7,MN.iii.148
7,Snp.796
7,Ja.ii.419
7,Vin.iii.145
7,Ja.i.385
7,Dhp.145
7,AN.iii.230
7,Snp-a.462
7,Snp.812
7,Mnd.135
7,Snp.4
7,Snp.583
7,AN.iv.111
7,Snp.347
7,Ja.i.324
7,Vb.372
7,Sdhp.459
7,MN.i.470
7,Ja.vi.237
7,Vin.iv.260
7,Vin.iv.271
7,AN.iii.136
7,Vv.35#1
7,Ja.ii.134
7,Snp.575
7,Thag.143
7,Snp.152
7,Snp.697
7,DN.iii.188
7,Vism.320
7,Mil.109
7,Dhp-a.i.16
7,Vv-a.324
7,Snp.33
7,Snp.1051
7,Ne.22
7,SN.ii.276
7,Dhp-a.i.58
7,MN.ii.3
7,DN-a.i.134
7,Mil.96
7,Vism.1
7,Snp.1036
7,Snp.916
7,Ja.iv.431
7,Mnd.386
7,AN.iii.394
7,SN.ii.277
7,DN.ii.49
7,DN.i.86
7,Snp.302
7,Vism.569
7,MN.i.65
7,AN.iv.75
7,Dhp-a.iv.108
7,Ja.i.30
7,DN.iii.124
7,DN.ii.279
7,Ne.97
7,Vism.160
7,Vism.317
7,AN.i.208
7,AN.iv.248
7,MN.ii.121
7,Ja.v.95
7,Snp.360
7,Ja.vi.475
7,Dhp.194
7,Pts.i.59
7,Vin.ii.307
7,Dhp.339
7,Ja.iii.507
7,Ja.i.329
7,Ja.iii.44
7,Dhs.22
7,Dhp.91
7,Vin.iv.129
7,DN-a.i.177
7,Ja.iv.17
7,Ja.ii.433
7,Vin.ii.190
7,AN.iii.241
7,Vism.437
7,Thag-a.13
7,Divy.620
7,Vin.ii.270
7,Vv-a.243
7,Dhp-a.ii.227
7,Ja.i.277
7,MN.i.237
7,AN.i.209
7,Dhp.37
7,Ja.iii.63
7,AN.ii.231
7,Ja.iv.195
7,DN.iii.156
7,Snp.393
7,Snp.188
7,Snp.655
7,Dhp.369
7,Dhp-a.ii.62
7,Snp.171
7,AN.iv.226
7,DN-a.i.105
7,SN.iv.272
7,Vin.ii.11
7,DN.ii.74
7,Pv.iii.3#3
7,SN.i.3
7,SN.v.168
7,Mnd.57
7,Dhp-a.iii.163
7,AN.iii.331
7,SN.iv.240
7,Ja.vi.279
7,MN.i.241
7,Vv-a.154
7,DN.i.27
7,Ja.iv.34
7,Pts.i.119
7,Snp-a.497
7,SN.ii.256
7,Ja.i.498
7,Ja.i.85
7,Vv-a.345
7,Ja.i.487
7,Ja.vi.340
7,SN.iv.350
7,Snp.510
7,Ja.v.306
7,Mhvs.74
7,Ja.vi.282
7,Ja.iii.373
7,Dhp-a.i.321
7,Dhp-a.i.193
7,Thig.352
7,Ja.iii.74
7,Thag.164
7,Ja.ii.215
7,Pv.i.5#5
7,Pv.ii.7#9
7,Dhp-a.i.192
7,Ja.iii.48
7,Mhvs.41
7,Ja.ii.273
7,Snp.866
7,Snp.873
7,Ja.iv.73
7,Cnd.374
7,Ja.iii.290
7,Dhp-a.i.163
7,Pv-a.193
7,Cnd.630
7,Ja.ii.301
7,DN.ii.143
7,Pv.ii.9#37
7,Dhp-a.i.85
7,Ne.192
7,Vism.94
7,Vism.122
7,Vv-a.299
7,AN.iii.293
7,AN.iii.77
7,Cnd.427
7,Snp.330
7,AN.i.139
7,Vb.182
7,AN.iii.338
7,Vism.89
7,Ja.vi.108
7,Vism.382
7,MN.iii.179
7,SN.iii.232
7,Dhs-a.130
7,Snp.962
7,Mil.308
7,Dhp-a.iii.38
7,Mhvs.61
7,Snp.819
7,Ja.v.274
7,DN.ii.129
7,Vin.ii.1
7,Snp.p.124
7,Snp.658
7,Dhp.202
7,Ja.v.134
7,Vv-a.87
7,Ja.vi.225
7,Iti.10
7,Vin.ii.139
7,Ja.ii.96
7,AN.i.239
7,Ja.i.478
7,Vv-a.227
7,Thag-a.268
7,Snp.771
7,AN.ii.177
7,MN.i.305
7,Snp.445
7,Vism.88
7,SN.iv.225
7,Ja.vi.326
7,Vv-a.122
7,DN.iii.32
7,SN.iii.106
7,AN.ii.137
7,Dhs-a.306
7,Vin.i.51
7,Vb.14
7,Dhp-a.i.27
7,Pv.iii.9#1
7,SN.i.215
7,Ja.vi.347
7,Ja.ii.57
7,Cnd.631
7,Snp.676
7,SN.iv.297
7,Vv-a.175
7,Snp.817
7,DN.ii.196
7,Dhp-a.iv.88
7,Vism.101
7,Ja.vi.482
7,Dhs-a.39
7,Dhp-a.ii.23
7,Ja.i.369
7,Snp.205
7,Vin.ii.189
7,Vin.ii.133
7,Dhp-a.i.280
7,MN.i.459
7,Vin.iii.58
7,Vism.360
7,Ja.i.461
7,Vv-a.261
7,Ja.ii.209
7,DN-a.i.132
7,Thig.395
7,Dhp-a.i.270
7,MN.i.72
7,Kp-a.148
7,Vism.199
7,SN.iii.31
7,Vism.411
7,Ja.iv.205
7,SN.v.379
7,Snp.41
7,Dhp-a.iii.173
7,SN.iv.376
7,DN.iii.171
7,Vv-a.194
7,Snp.847
7,Cnd.550
7,Dhp.49
7,Cnd.523
7,Dhs.157
7,MN.ii.102
7,Vv.53#24
7,Thag.184
7,AN.ii.65
7,SN.iii.48
7,AN.iii.178
7,AN.iii.300
7,Vism.531
7,Ja.v.196
7,DN.iii.38
7,Vin.i.152
7,Ja.ii.253
7,Dhp.405
7,DN.iii.59
7,DN.iii.142
7,Ja.vi.189
7,Snp.378
7,AN.iii.214
7,Ja.ii.123
7,Snp-a.353
7,Thag-a.283
7,Snp.536
7,SN.iv.142
7,Snp.258
7,Snp.899
7,Ja.vi.304
7,Vin.i.88
7,Vv-a.183
7,Cnd.470
7,Mil.202
7,Ja.ii.381
7,Ja.i.449
7,Ja.iv.105
7,Vism.401
7,Snp.1060
7,Kp-a.11
7,Vin.i.104
7,Dhp.181
7,Vin.iii.173
7,Vv-a.2
7,Snp-a.8
7,Ja.i.185
7,Vv.35#2
7,Snp.573
7,Snp.394
7,Vism.225
7,DN.i.128
7,SN.ii.152
7,DN.iii.54
7,Vism.393
7,SN.v.148
7,Vv-a.210
7,Pv.i.8#4
7,Pv.ii.3#2
7,Vism.305
7,Ja.iii.522
7,Dhp.265
7,Pv.ii.11#6
7,MN.i.236
7,DN-a.i.133
7,SN.ii.53
7,MN.ii.217
7,SN.v.5
7,Ja.iv.63
7,Dhp-a.iii.210
7,Vin.iv.141
7,SN.iv.67
7,Thag-a.266
7,AN.i.277
7,Snp.1076
7,Dhp-a.iv.43
7,Kp-a.47
7,Snp-a.195
7,AN.iv.353
7,Ja.i.44
7,Ja.i.463
7,DN-a.i.176
7,Vism.209
7,Ja.i.142
7,Snp.308
7,Dhs-a.147
7,Mnd.97
7,Snp-a.228
7,Snp-a.58
7,Ja.vi.30
7,Vin.i.23
7,Vin.iv.258
7,SN.ii.265
7,Mnd.234
7,Ja.vi.266
7,Kp-a.51
7,AN.i.294
7,MN.iii.49
7,SN.iv.52
7,Snp.195
7,Thag-a.200
7,Vin.iv.157
7,Mnd.5
7,Snp-a.177
7,Vin.iv.30
7,Vb-a.466
7,Ja.vi.199
7,DN.ii.109
7,Vb-a.104
7,Vb-a.282
7,Vb-a.283
7,Ja.v.335
7,Snp-a.224
7,Vb-a.243
7,Vb-a.108
7,Vb-a.68
7,Vb-a.4
7,Ja.iv.491
7,Snp-a.30
7,Dhs-a.192
7,Dhs-a.140
7,Vb-a.71
7,Mhvs.39
7,Vism.191
7,Vb-a.75
7,Mhvs.62
7,Snp.734
7,Dhs-a.335
7,Dhs-a.219
6,DN.ii.224
6,Vin.iv.170
6,Vv.84#15
6,Snp.476
6,Ja.vi.212
6,MN.i.205
6,Vin.iii.38
6,Snp-a.364
6,Dhp-a.iv.2
6,AN.v.317
6,DN.iii.263
6,Mhvs.56
6,Snp-a.16
6,AN.ii.195
6,AN.v.283
6,Snp.172
6,Snp.718
6,Snp.1085
6,Snp.504
6,Mnd.91
6,Ja.iii.535
6,Snp.608
6,Ja.v.77
6,Pv.iii.5#3
6,DN-a.i.67
6,Dhp-a.i.39
6,Snp.639
6,AN.i.49
6,Vin.iv.232
6,Snp.631
6,Cnd.517
6,Thig.394
6,AN.ii.201
6,AN.v.300
6,Ja.vi.487
6,Pts.i.125
6,Ja.v.404
6,Snp.703
6,Dhp.392
6,Ja.vi.522
6,Ja.vi.265
6,Ja.vi.516
6,Sdhp.51
6,Vv.16#1
6,Ja.iv.375
6,Ja.vi.520
6,Ja.vi.489
6,MN.ii.94
6,AN.iv.411
6,Ja.ii.359
6,MN.i.24
6,Ja.v.410
6,Ja.v.281
6,SN.v.270
6,Ja.iii.416
6,Dhp-a.iv.210
6,Snp.794
6,Ja.iv.6
6,SN.ii.204
6,AN.iv.103
6,Thag-a.154
6,Ja.vi.248
6,Ja.vi.133
6,Mnd.487
6,Snp.204
6,Ja.v.124
6,Ja.iv.250
6,AN.iv.287
6,Pv.iii.3#1
6,Pv-a.188
6,Ja.ii.447
6,Vv-a.329
6,Thag-a.76
6,SN.iv.371
6,Ja.iv.318
6,Vin.iv.278
6,Ja.ii.78
6,Ja.v.212
6,Sdhp.244
6,Ja.vi.110
6,Dhp-a.ii.70
6,Ja.iii.19
6,Ja.v.199
6,Dhp.394
6,Ja.i.481
6,Ja.iii.85
6,Ja.ii.409
6,Snp-a.292
6,Snp.225
6,Mnd.457
6,AN.ii.158
6,AN.ii.171
6,Snp.174
6,Kp-a.82
6,Vb.82
6,MN.i.523
6,Vin.ii.80
6,Ja.vi.311
6,DN.iii.43
6,AN.iii.63
6,AN.v.187
6,Vb.227
6,MN.iii.1
6,MN.i.536
6,Mil.296
6,MN.i.162
6,Dhs-a.370
6,Pv-a.267
6,SN.v.319
6,Ja.vi.205
6,Thig.413
6,Ja.i.331
6,MN.ii.65
6,Ja.iii.419
6,Pv.ii.12#20
6,AN.iii.247
6,Vin.iv.36
6,Dhp-a.i.181
6,SN.iii.42
6,Dhp.157
6,Ja.ii.132
6,Snp.729
6,SN.ii.274
6,Vb.379
6,AN.iv.89
6,AN.iv.105
6,Dhp.96
6,Dhs.505
6,Vin.iv.144
6,Divy.67
6,Ja.ii.387
6,MN.ii.155
6,Ja.ii.75
6,Vin.ii.61
6,Ja.ii.220
6,Ja.ii.224
6,Pv.ii.6#2
6,Ja.v.84
6,MN.i.423
6,Pv-a.232
6,Dhp-a.iii.129
6,Vv-a.339
6,Sdhp.46
6,Dhp-a.iii.361
6,Kp-a.52
6,Sdhp.101
6,Ja.i.428
6,Ja.v.447
6,Snp.721
6,Vin.i.247
6,Vin.i.284
6,Sdhp.270
6,Ja.iv.203
6,Dhp.409
6,Snp.431
6,Snp.146
6,SN.ii.258
6,AN.iv.125
6,SN.iii.241
6,Mhvs.60
6,Dhp.156
6,Snp.373
6,Mnd.120
6,Ja.v.388
6,Mil.203
6,Dhp-a.iii.344
6,Dhp-a.iii.310
6,Ja.vi.235
6,Dhp-a.iii.356
6,Ja.vi.502
6,Ja.i.436
6,Vin.i.238
6,Dhp-a.ii.98
6,DN.ii.267
6,Cnd.172#a
6,Mnd.504
6,Ja.v.221
6,Dhp-a.iv.77
6,Snp-a.463
6,Thag-a.233
6,Dhp.406
6,Snp.800
6,AN.i.149
6,Pts.i.143
6,Dhp.380
6,AN.i.53
6,AN.iii.81
6,SN.iv.166
6,SN.iv.28
6,Dhp.322
6,Vin.ii.94
6,DN.iii.231
6,SN.ii.241
6,Kp-a.132
6,AN.iv.344
6,Cnd.26
6,Pv.i.4#3
6,SN.v.121
6,Dhp.256
6,SN.ii.196
6,DN.iii.187
6,Ja.vi.290
6,Ja.ii.87
6,DN.iii.152
6,Pts.i.132
6,Snp.382
6,Dhp.226
6,DN.i.183
6,Vin.iv.287
6,Vv.32#4
6,Dhp.260
6,Pv.ii.13#3
6,Snp.460
6,Mhvs.57
6,Ja.iii.206
6,Dhp.69
6,Pv.ii.6#4
6,Snp.990
6,Snp.647
6,DN.iii.68
6,DN.iii.181
6,Dhp-a.i.31
6,Cnd.40
6,Snp.47
6,Ja.v.507
6,Ja.iii.151
6,Vin.iii.164
6,Vin.ii.74
6,AN.i.79
6,AN.v.167
6,Dhp.187
6,Dhp.368
6,Snp.446
6,Ne.91
6,Ja.v.171
6,DN.iii.33
6,DN-a.i.118
6,Vin.i.115
6,Dhp-a.i.34
6,Pts.ii.171
6,MN.iii.31
6,SN.v.278
6,MN.ii.132
6,Dhp.288
6,Ja.iii.369
6,SN.iv.208
6,Snp.559
6,Dhp-a.i.196
6,AN.v.38
6,Mil.322
6,Vv.16#3
6,MN.i.526
6,Ja.iv.77
6,Ja.iv.307
6,Ja.v.350
6,Vin.i.270
6,DN.ii.221
6,Ja.vi.298
6,MN.i.132
6,MN.i.473
6,Vin.iv.242
6,DN-a.i.268
6,Thag-a.289
6,Jtm.215
6,Vv-a.327
6,Snp.782
6,DN-a.i.248
6,Thag.101
6,Dhs.1341
6,Ja.ii.192
6,SN.ii.191
6,AN.i.120
6,Pts.ii.194
6,AN.i.44
6,AN.iv.372
6,Ja.iv.178
6,Ja.vi.226
6,MN.ii.178
6,Ja.v.56
6,Dhp-a.iv.192
6,Thag-a.251
6,Vin.ii.164
6,Thag.100
6,Dhp-a.i.82
6,Dhp.153
6,Vin.ii.287
6,Ja.vi.15
6,Vin.i.80
6,MN.ii.113
6,AN.i.92
6,Ja.v.370
6,Ja.iv.280
6,Mil.159
6,Ja.iii.428
6,Pv-a.286
6,Snp.982
6,Thig.488
6,Pv.ii.9#42
6,Vv-a.180
6,Dhp.55
6,Mnd.167
6,Ja.v.346
6,Mil.375
6,Dhp-a.ii.76
6,Dhp-a.ii.78
6,AN.iii.184
6,Pts.ii.189
6,Vin.i.234
6,Pts.i.35
6,MN.i.191
6,Mil.44
6,Vv-a.333
6,DN.i.122
6,AN.i.198
6,Snp-a.35
6,Pts.i.57
6,Vb.194
6,Snp.1113
6,Dhp.239
6,DN.iii.266
6,AN.iv.410
6,DN.ii.123
6,AN.iii.14
6,Snp-a.431
6,Pv.i.10#11
6,Ja.vi.302
6,Snp.p.93
6,SN.i.31
6,Ja.v.456
6,Mil.185
6,Dhp-a.iii.170
6,Dhp-a.i.198
6,Sdhp.213
6,Ja.vi.499
6,Snp.814
6,SN.iii.239
6,Mil.353
6,Ja.vi.296
6,Dhp.364
6,AN.iv.185
6,SN.iv.199
6,MN.i.339
6,Ja.ii.42
6,AN.iv.279
6,AN.v.73
6,Dhs.1345
6,Mil.387
6,SN.v.60
6,Dhp.77
6,DN-a.i.246
6,Snp.934
6,MN.i.333
6,MN.i.40
6,AN.v.329
6,Pts.i.28
6,AN.i.30
6,Dhp.400
6,Kp-a.213
6,MN.ii.211
6,Ja.vi.273
6,Cnd.55
6,Vin.i.197
6,Cnd.259
6,MN.ii.5
6,DN-a.i.169
6,Snp-a.573
6,Ja.vi.227
6,Dhs.365
6,Vv-a.97
6,MN.i.509
6,Snp.467
6,AN.ii.163
6,Dhp.179
6,Vism.42
6,Kp-a.57
6,Dhp-a.i.358
6,Ja.v.287
6,Ja.vi.56
6,Ja.v.231
6,Ja.vi.171
6,Pv-a.245
6,Dhp.237
6,Dhp-a.ii.52
6,Vin.iv.280
6,AN.iv.199
6,Vv-a.106
6,Vin.i.121
6,Ja.ii.278
6,DN-a.i.36
6,DN-a.i.300
6,DN-a.i.127
6,Dhs.1157
6,DN.i.191
6,Sdhp.100
6,Ja.v.258
6,Ja.iii.481
6,Ja.iii.348
6,AN.iii.145
6,Vb.330
6,Dhp.109
6,Ja.i.132
6,Snp.991
6,Ja.iii.295
6,DN.iii.88
6,Vin.iii.159
6,Ja.iv.349
6,Vin.iv.8
6,DN.iii.201
6,Pv-a.263
6,Snp.891
6,Vin.iv.152
6,Mil.195
6,Dhp.211
6,DN.i.100
6,Iti.73
6,Ja.vi.36
6,Ja.vi.472
6,MN.i.357
6,Dhp.95
6,Snp.713
6,Divy.224
6,Thig.358
6,DN.iii.166
6,AN.iii.103
6,Snp.114
6,Dhp.123
6,Snp-a.154
6,SN.ii.198
6,Ja.ii.370
6,Ja.ii.245
6,Ja.iii.167
6,Vin.iii.92
6,AN.iii.439
6,Vin.iv.229
6,Vb.272
6,Dhs-a.195
